"location","description","secs","category","CDNumber","CDName","tracknum"
"07014182.wav","Apricot portable micro computer, disk unloaded, switch off. (1985 model.)","8","","EC5E9","Apricot Portable Micro Computer: 1985 Model","5"
"07014181.wav","Apricot portable micro computer, disk unloaded. (1985 model.)","6","","EC5E9","Apricot Portable Micro Computer: 1985 Model","4"
"07014180.wav","Apricot portable micro computer, disk loaded. (1985 model.)","9","","EC5E9","Apricot Portable Micro Computer: 1985 Model","3"
"07014179.wav","Apricot portable micro computer, switch on. (1985 model.)","6","","EC5E9","Apricot Portable Micro Computer: 1985 Model","2"
"07014178.wav","Apricot portable micro computer, switch on, disk loaded, machine boots & operator runs programme. (1985 model.)","397","","EC5E9","Apricot Portable Micro Computer: 1985 Model","1"
"07014177.wav","Electronic game, Space Invaders. (NB track is mono.)","173","","EC5E8","Electronic Sounds","10"
"07014176.wav","Gentle alarm. (Specially created electronic sound.)","124","","EC5E8","Electronic Sounds","9"
"07014175.wav","Urgent alarm, with acceleration. (Specially created electronic sound.)","94","","EC5E8","Electronic Sounds","8"
"07014174.wav","Accelerating alarm. (Specially created electronic sound.)","32","","EC5E8","Electronic Sounds","7"
"07014173.wav","Three harmonic stings. (Specially created electronic sound.)","6","","EC5E8","Electronic Sounds","6"
"07014172.wav","Rapid click sequence. (Specially created electronic sound.)","14","","EC5E8","Electronic Sounds","5"
"07014171.wav","Rapid bleep sequence. (Specially created electronic sound.)","7","","EC5E8","Electronic Sounds","4"
"07014170.wav","Hollow sound, with buzz. (Specially created electronic sound.)","83","","EC5E8","Electronic Sounds","3"
"07014169.wav","Three high 'pings'. (Specially created electronic sound.)","7","","EC5E8","Electronic Sounds","2"
"07014168.wav","High pitched bleeps. (Pelican Crossing)","16","","EC5E8","Electronic Sounds","1"
"07014167.wav","Busy buzzing. (Specially created electronic sound.)","89","","EC5E7","Electronic Sounds","9"
"07014166.wav","Hum burst. (Specially created electronic sound.)","6","","EC5E7","Electronic Sounds","8"
"07014165.wav","Huge rumble. (Specially created electronic sound.)","12","","EC5E7","Electronic Sounds","7"
"07014164.wav","Gently pulsating humming. (Specially created electronic sound.)","214","","EC5E7","Electronic Sounds","6"
"07014163.wav","Grating noise, as of boat running aground. (Specially created electronic sound.)","12","","EC5E7","Electronic Sounds","5"
"07014162.wav","Sharp clunk. (Specially created electronic sound.)","6","","EC5E7","Electronic Sounds","4"
"07014161.wav","Medium pitched warble. (Specially created electronic sound.)","34","","EC5E7","Electronic Sounds","3"
"07014160.wav","Gong sounded. (Specially created electronic sound.)","33","","EC5E7","Electronic Sounds","2"
"07014159.wav","Roar, with tinkles over. (Specially created electronic sound.)","214","","EC5E7","Electronic Sounds","1"
"07014158.wav","Sharp hum, with variations. (Specially created electronic sound.)","39","","EC5E6","Electronic Sounds","11"
"07014157.wav","Sharp hum. (Specially created electronic sound.)","154","","EC5E6","Electronic Sounds","10"
"07014156.wav","Gentle hum, with start & stop. (Specially created electronic sound.)","84","","EC5E6","Electronic Sounds","9"
"07014155.wav","Rising pulses & bang. (Specially created electronic sound.)","23","","EC5E6","Electronic Sounds","8"
"07014154.wav","High pitched bleeps & warbles. (Specially created electronic sound.)","61","","EC5E6","Electronic Sounds","7"
"07014153.wav","Deep rumble. (Specially created electronic sound.)","19","","EC5E6","Electronic Sounds","6"
"07014152.wav","Sharp pulses increasing in speed. (Specially created electronic sound.)","35","","EC5E6","Electronic Sounds","5"
"07014151.wav","High pitched warble & sting. (Specially created electronic sound.)","12","","EC5E6","Electronic Sounds","4"
"07014150.wav","Laser guns, with hits. (Specially created electronic sound.)","7","","EC5E6","Electronic Sounds","3"
"07014149.wav","High pitched warble. (Specially created electronic sound.)","49","","EC5E6","Electronic Sounds","2"
"07014148.wav","Gas capsule. (Specially created electronic sound.)","25","","EC5E6","Electronic Sounds","1"
"07014147.wav","Two-pitched double warble. (Specially created electronic sound.)","15","","EC5E5","Electronic Sounds","12"
"07014146.wav","Varied hollow warble with start & stop. (Specially created electronic sound.)","59","","EC5E5","Electronic Sounds","11"
"07014145.wav","Hollow warble. (Specially created electronic sound.)","24","","EC5E5","Electronic Sounds","10"
"07014144.wav","Cavern door. (Specially created electronic sound.)","17","","EC5E5","Electronic Sounds","9"
"07014143.wav","Rise & fall. (Specially created electronic sound.)","13","","EC5E5","Electronic Sounds","8"
"07014142.wav","Rapid pulse. (Specially created electronic sound.)","11","","EC5E5","Electronic Sounds","7"
"07014141.wav","Urgent alarm gong. (Specially created electronic sound.)","32","","EC5E5","Electronic Sounds","6"
"07014140.wav","Heavy ray gun shots. (Specially created electronic sound.)","24","","EC5E5","Electronic Sounds","5"
"07014139.wav","Triple warble. (Specially created electronic sound.)","7","","EC5E5","Electronic Sounds","4"
"07014138.wav","Deep hum, repeated twice. (Specially created electronic sound.)","11","","EC5E5","Electronic Sounds","3"
"07014137.wav","Alarm sounded. (Specially created electronic sound.)","6","","EC5E5","Electronic Sounds","2"
"07014136.wav","Warble. (Specially created electronic sound.)","35","","EC5E5","Electronic Sounds","1"
"07014135.wav","Deep roar. (Specially created electronic sound.)","213","","EC5E4","Electronic Sounds","9"
"07014134.wav","Double pulse. (Specially created electronic sound.)","19","","EC5E4","Electronic Sounds","8"
"07014133.wav","Hand-held ray guns. (Specially created electronic sound.)","22","","EC5E4","Electronic Sounds","7"
"07014132.wav","Deep shimmer. (Specially created electronic sound.)","63","","EC5E4","Electronic Sounds","6"
"07014131.wav","Drop to lower shimmer. (Specially created electronic sound.)","63","","EC5E4","Electronic Sounds","5"
"07014130.wav","Shimmer. (Specially created electronic sound.)","44","","EC5E4","Electronic Sounds","4"
"07014129.wav","Light rumble. (Specially created electronic sound.)","34","","EC5E4","Electronic Sounds","3"
"07014128.wav","Rumble. (Specially created electronic sound.)","31","","EC5E4","Electronic Sounds","2"
"07014127.wav","Heavy motor hum with start & stop. (Specially created electronic sound.)","12","","EC5E4","Electronic Sounds","1"
"07014126.wav","Electronic alarm gong. (Specially created electronic sound.)","20","","EC5E3","Electronic Sounds","11"
"07014125.wav","Electronic engine with start & stop. (Specially created electronic sound.)","27","","EC5E3","Electronic Sounds","10"
"07014124.wav","Gentle bleeps. (Specially created electronic sound.)","12","","EC5E3","Electronic Sounds","9"
"07014123.wav","Gentle pulsations. (Specially created electronic sound.)","154","","EC5E3","Electronic Sounds","8"
"07014122.wav","Steady electronic motor hum. (Specially created electronic sound.)","61","","EC5E3","Electronic Sounds","7"
"07014121.wav","Spacecraft hit by plasma guns. (Specially created electronic sound.)","10","","EC5E3","Electronic Sounds","6"
"07014120.wav","Light electronic door, open & close. (Specially created electronic sound.)","11","","EC5E3","Electronic Sounds","5"
"07014119.wav","Heavy electronic door, open & close. (Specially created electronic sound.)","12","","EC5E3","Electronic Sounds","4"
"07014118.wav","Steady pulse stream. (Specially created electronic sound.)","12","","EC5E3","Electronic Sounds","3"
"07014117.wav","Long computer bleeps at various pitches. (Specially created electronic sound.)","21","","EC5E3","Electronic Sounds","2"
"07014116.wav","Rapid computer bleeps. (Specially created electronic sound.)","24","","EC5E3","Electronic Sounds","1"
"07014115.wav","Sharp pulsation. (Specially created electronic sound.)","124","","EC5E2","Electronic Sounds","5"
"07014114.wav","Pulsating hum, changes to higher pitch. (Specially created electronic sound.)","75","","EC5E2","Electronic Sounds","4"
"07014113.wav","Pulsating hum. (Specially created electronic sound.)","133","","EC5E2","Electronic Sounds","3"
"07014112.wav","Steady deep humming. (Specially created electronic sound.)","215","","EC5E2","Electronic Sounds","2"
"07014111.wav","Deep pulsations. (Specially created electronic sound.)","216","","EC5E2","Electronic Sounds","1"
"07014110.wav","Sound of computer touch panel bleeps. (Specially created electronic sound.)","44","","EC5E1","Electronic Sounds","12"
"07014109.wav","Sound of an airlock opening & closing. (Specially created electronic sound.)","10","","EC5E1","Electronic Sounds","11"
"07014108.wav","Cascade. (Specially created electronic sound.)","12","","EC5E1","Electronic Sounds","10"
"07014107.wav","Double hum. (Specially created electronic sound.)","7","","EC5E1","Electronic Sounds","9"
"07014106.wav","Gong sounded. (Specially created electronic sound.)","6","","EC5E1","Electronic Sounds","8"
"07014105.wav","Gong sounded. (Specially created electronic sound.)","8","","EC5E1","Electronic Sounds","7"
"07014104.wav","Wind tunnel and crescendo. (Specially created electronic sound.)","69","","EC5E1","Electronic Sounds","6"
"07014103.wav","Laser gun. (Specially created electronic sound.)","24","","EC5E1","Electronic Sounds","5"
"07014102.wav","Pulsating hum. (Specially created electronic sound.)","9","","EC5E1","Electronic Sounds","4"
"07014101.wav","Sharp hum with trail out. (Specially created electronic sound.)","21","","EC5E1","Electronic Sounds","3"
"07014100.wav","Medium pitched hum. (Specially created electronic sound.)","6","","EC5E1","Electronic Sounds","2"
"07014099.wav","Three harmonic stings. (Specially created electronic sound.)","6","","EC5E1","Electronic Sounds","1"
"07014098.wav","Platoon strolls single-file on parade ground. without spoken command. (Recorded at Royal Military Academy, Sandhurst.) (NB Platoon = 24 men.)","48","","EC2A4","Army: Parade Ground Manoeuvres (Without Spoken Commands)","10"
"07014097.wav","Platoon marches past, right to left on parade ground, without spoken command. (Recorded at Royal Military Academy, Sandhurst.) (NB Platoon = 24 men.)","30","","EC2A4","Army: Parade Ground Manoeuvres (Without Spoken Commands)","9"
"07014096.wav","Platoon marches past, left to right on parade ground, without spoken command. (Recorded at Royal Military Academy, Sandhurst.) (NB Platoon = 24 men.)","26","","EC2A4","Army: Parade Ground Manoeuvres (Without Spoken Commands)","8"
"07014095.wav","Platoon backwards march, 4 paces, on parade ground, without spoken command. (Recorded at Royal Military Academy, Sandhurst.) (NB Platoon = 24 men.)","6","","EC2A4","Army: Parade Ground Manoeuvres (Without Spoken Commands)","7"
"07014094.wav","Platoon sideways march, three paces, on parade ground, without spoken command. (Recorded at Royal Military Academy, Sandhurst.) (NB Platoon = 24 men.)","8","","EC2A4","Army: Parade Ground Manoeuvres (Without Spoken Commands)","6"
"07014093.wav","Platoon grounds arms on parade ground, without spoken command. (Recorded at Royal Military Academy, Sandhurst.) (NB Platoon = 24 men.)","8","","EC2A4","Army: Parade Ground Manoeuvres (Without Spoken Commands)","5"
"07014092.wav","Platoon presents arms on parade ground, without spoken command. (Recorded at Royal Military Academy, Sandhurst.) (NB Platoon = 24 men.)","7","","EC2A4","Army: Parade Ground Manoeuvres (Without Spoken Commands)","4"
"07014091.wav","Platoon about turns on parade ground, without spoken command. (Recorded at Royal Military Academy, Sandhurst.) (NB Platoon = 24 men.)","6","","EC2A4","Army: Parade Ground Manoeuvres (Without Spoken Commands)","3"
"07014090.wav","Platoon left turns on parade ground, without spoken command. (Recorded at Royal Military Academy, Sandhurst.) (NB Platoon = 24 men.)","6","","EC2A4","Army: Parade Ground Manoeuvres (Without Spoken Commands)","2"
"07014089.wav","Platoon coming to attention on parade ground, without spoken command. (Recorded at Royal Military Academy, Sandhurst.) (NB Platoon = 24 men.)","6","","EC2A4","Army: Parade Ground Manoeuvres (Without Spoken Commands)","1"
"07014088.wav","Fox Combat Vehicle, start, run, stop. (4 wheeled, petrol engined vehicle.)","189","","EC2A3","Military Vehicles","8"
"07014087.wav","Scorpion Main Tank, start, run, stop. (Petrol engined tank.)","181","","EC2A3","Military Vehicles","7"
"07014086.wav","Fox Combat Vehicle, approach & stop. (4 wheeled, petrol engined vehicle.)","17","","EC2A3","Military Vehicles","6"
"07014085.wav","Fox Combat Vehicle, pass. (4 wheeled, petrol engined vehicle.)","15","","EC2A3","Military Vehicles","5"
"07014084.wav","Scorpion Main Tank, approach & stop. (Petrol engined tank.)","20","","EC2A3","Military Vehicles","3"
"07014083.wav","Scorpion Main Tank, approach & stop. (Petrol engined tank.)","20","","EC2A3","Military Vehicles","3"
"07014082.wav","Scorpion Main Tank, pass. (Petrol engined tank.)","16","","EC2A3","Military Vehicles","2"
"07014081.wav","Scorpion Main Tank, start & depart. (Petrol engined tank.)","18","","EC2A3","Military Vehicles","1"
"07014080.wav","Chieftain Main Battle Tank, exterior, turning, mid-distance perspective. (Diesel engined tank.)","29","","EC2A2","Chieftain Main Battle Tank (Diesel)","7"
"07014079.wav","Chieftain Main Battle Tank, exterior, approach & stop. (Diesel engined tank.)","32","","EC2A2","Chieftain Main Battle Tank (Diesel)","6"
"07014078.wav","Chieftain Main Battle Tank, exterior, pass on hard surface. (Diesel engined tank.)","20","","EC2A2","Chieftain Main Battle Tank (Diesel)","5"
"07014077.wav","Chieftain Main Battle Tank, exterior, pass on soft surface. (Diesel engined tank.)","40","","EC2A2","Chieftain Main Battle Tank (Diesel)","4"
"07014076.wav","Chieftain Main Battle Tank, exterior, start & depart. (Diesel engined tank.)","37","","EC2A2","Chieftain Main Battle Tank (Diesel)","3"
"07014075.wav","Chieftain Main Battle Tank, exterior, start, run, stop. (Diesel engined tank, recorded from turret top.)","155","","EC2A2","Chieftain Main Battle Tank (Diesel)","2"
"07014074.wav","Chieftain Main Battle Tank, interior, start, run, stop. (Diesel engined tank.)","227","","EC2A2","Chieftain Main Battle Tank (Diesel)","1"
"07014073.wav","High velocity light machine gun firing single shots from 500 yards. (At receiving end.)","6","","EC2A1","Army Drill With Orders","10"
"07014072.wav","High velocity light machine gun firing in short bursts from 500 yards. (At receiving end.)","12","","EC2A1","Army Drill With Orders","9"
"07014071.wav","High velocity light machine gun firing short bursts.","87","","EC2A1","Army Drill With Orders","8"
"07014070.wav","Drill with orders, arms drill with 303 rifles.","42","","EC2A1","Army Drill With Orders","7"
"07014069.wav","Drill with orders, ragged marching.","112","","EC2A1","Army Drill With Orders","6"
"07014068.wav","Drill with orders, right turn, quick march, left wheel, halt.","76","","EC2A1","Army Drill With Orders","5"
"07014067.wav","Drill with orders, quick march, halt.","38","","EC2A1","Army Drill With Orders","4"
"07014066.wav","Drill with orders, left turn, right dress, eyes front, stand at ease, stand easy.","25","","EC2A1","Army Drill With Orders","3"
"07014065.wav","Drill with orders, left turn, double march, quick march, halt.","44","","EC2A1","Army Drill With Orders","2"
"07014064.wav","Parade Ground atmosphere with orders.","211","","EC2A1","Army Drill With Orders","1"
"07014063.wav","Children shouting with seawash in background.","364","","EC39A","Children Shouting With Seawash","2"
"07014062.wav","Seawash & children shouting.","365","","EC39A","Children Shouting With Seawash","1"
"07014061.wav","London Airport tunnel, traffic entering and leaving. (Later renamed Heathrow Airport.)","183","","EC17Z","Road Tunnel Traffic","4"
"07014060.wav","London Airport tunnel, general traffic atmosphere. (Later renamed Heathrow Airport.)","183","","EC17Z","Road Tunnel Traffic","3"
"07014059.wav","Dartford tunnel, traffic entering and leaving.","183","","EC17Z","Road Tunnel Traffic","2"
"07014058.wav","Dartford tunnel, general traffic atmosphere.","182","","EC17Z","Road Tunnel Traffic","1"
"07014057.wav","Dartford tunnel, empty tunnel atmosphere, rumble of distant traffic.","399","","EC17Y","Road Tunnel","6"
"07014056.wav","Dartford tunnel, single horn, stationary car.","16","","EC17Y","Road Tunnel","5"
"07014055.wav","Dartford tunnel, car approach with horn, stop, depart.","66","","EC17Y","Road Tunnel","4"
"07014054.wav","Dartford tunnel, car approach and pass with horn.","41","","EC17Y","Road Tunnel","3"
"07014053.wav","Dartford tunnel, public address system instructing drivers to keep close together and speed up on leaving.","64","","EC17Y","Road Tunnel","2"
"07014052.wav","Dartford tunnel, Victor 2000 car entering with passing vehicles.","145","","EC17Y","Road Tunnel","1"
"07014051.wav","Occasional night traffic, atmosphere with distant trains passing over bridge.","421","","EC17U","Traffic At Night","3"
"07014050.wav","London street atmosphere with children playing, car doors and traffic.","194","","EC17U","Traffic At Night","2"
"07014049.wav","Atmosphere of traffic moving through snow.","144","","EC17U","Traffic At Night","1"
"07014048.wav","Playground atmosphere with children and distant traffic.","80","","EC17T","Village And Playground Atmospheres","3"
"07014047.wav","Quiet village atmosphere with light traffic and birdsong.","302","","EC17T","Village And Playground Atmospheres","2"
"07014046.wav","Small town atmosphere with children playing in street, occasional traffic.","416","","EC17T","Village And Playground Atmospheres","1"
"07014045.wav","One lorry passing slowly.","60","","EC17S","Tractors & Lorries Passing Slowly","10"
"07014044.wav","One heavy wheeled tractor passes slowly.","141","","EC17S","Tractors & Lorries Passing Slowly","9"
"07014043.wav","One tractor passes slowly.","26","","EC17S","Tractors & Lorries Passing Slowly","8"
"07014042.wav","One caterpillar road tractor towing, passes slowly.","144","","EC17S","Tractors & Lorries Passing Slowly","7"
"07014041.wav","One lorry passing slowly.","39","","EC17S","Tractors & Lorries Passing Slowly","6"
"07014040.wav","One lorry passing slowly.","39","","EC17S","Tractors & Lorries Passing Slowly","5"
"07014039.wav","Two lorries passing slowly.","52","","EC17S","Tractors & Lorries Passing Slowly","4"
"07014038.wav","One lorry passing slowly.","32","","EC17S","Tractors & Lorries Passing Slowly","3"
"07014037.wav","One lorry passing slowly.","34","","EC17S","Tractors & Lorries Passing Slowly","2"
"07014036.wav","One lorry passing slowly.","27","","EC17S","Tractors & Lorries Passing Slowly","1"
"07014035.wav","Horsedrawn traffic, at night, fairly busy without footsteps or speech.","465","","EC17R","Horsedrawn Traffic","2"
"07014034.wav","Horsedrawn traffic, busy with chatter and footsteps, occasional pauses in traffic with children playing.","446","","EC17R","Horsedrawn Traffic","1"
"07014033.wav","Horsedrawn traffic, fairly busy with hansom cabs, some quiet periods without footsteps or speech.","472","","EC17Q","Horsedrawn Traffic","2"
"07014032.wav","Horsedrawn traffic, fairly busy, some quiet periods without footsteps or speech.","391","","EC17Q","Horsedrawn Traffic","1"
"07014031.wav","Horsedrawn traffic, very quiet with occasional horse and carriage.","455","","EC17P","Horsedrawn Traffic","2"
"07014030.wav","Horsedrawn traffic, in small town with footsteps and chatter.","448","","EC17P","Horsedrawn Traffic","1"
"07014029.wav","Busy traffic at crossroads, traffic lights with filter lanes.","390","","EC17N","Motor Traffic","3"
"07014028.wav","Fairly busy traffic entering a roundabout.","198","","EC17N","Motor Traffic","2"
"07014027.wav","Fairly busy traffic leaving a roundabout.","198","","EC17N","Motor Traffic","1"
"07014026.wav","Mid-distant perspective sound of fast motorway traffic passing continously. (M1.)","390","","EC17M","Traffic On M1 Motorway","2"
"07014025.wav","Close perspective sound of fast motorway traffic, occasional quiet periods. (M1.)","391","","EC17M","Traffic On M1 Motorway","1"
"07014024.wav","Light traffic, quiet periods with atmosphere and speech. (Knightsbridge, London.)","202","","EC17L","London Traffic","3"
"07014023.wav","Light traffic passing on bridge with quiet spells and speech. (Westminster Bridge, London.)","196","","EC17L","London Traffic","2"
"07014022.wav","Rumble of traffic with fountains and speech. (Trafalgar Square, London.)","398","","EC17L","London Traffic","1"
"07014021.wav","Heavy traffic passing. (Shepherds Bush, London.)","390","","EC17K","London Traffic","2"
"07014020.wav","Roar of traffic with distant chatter, some heavy vehicles passing. (Oxford Circus, London.)","390","","EC17K","London Traffic","1"
"07014019.wav","Small quiet town atmosphere with birds, speech and occasional traffic.","388","","EC17J","Small Town","2"
"07014018.wav","Small country town high street atmosphere, light traffic with intervals of footsteps and speech.","440","","EC17J","Small Town","1"
"07014017.wav","Light and heavy traffic in a provincial town, without footsteps or chatter.","421","","EC17H","Traffic: Provincial Town","2"
"07014016.wav","Light traffic in a provincial town, with footsteps and chatter.","423","","EC17H","Traffic: Provincial Town","1"
"07014015.wav","A41 during day, occasional fast traffic with birdsong.","413","","EC17G","Traffic: A41 Trunk Road","2"
"07014014.wav","A41 at night, occasional fast traffic with quiet intervals. (No bird song)","376","","EC17G","Traffic: A41 Trunk Road","1"
"07014013.wav","Fairly heavy traffic on main road, with some footsteps. (Hammersmith, London.)","196","","EC17F","Traffic: Hammersmith","3"
"07014012.wav","Fairly heavy traffic on main road, faint cry of news vendor at end calling 'Star, News, Standard'. (Hammersmith, London.)","195","","EC17F","Traffic: Hammersmith","2"
"07014011.wav","Cars driving off ferry ramp in harbour, some speech. (Recorded from interior of car ferry)","393","","EC17F","Traffic: Hammersmith","1"
"07014010.wav","Fast traffic, occasional pauses, on a wet main road.","370","","EC17E","Traffic On Wet Main Road","2"
"07014009.wav","Slow traffic in fog, some speech and footsteps.","422","","EC17E","Traffic On Wet Main Road","1"
"07014008.wav","Main street of small town, fairly heavy traffic with occasional pauses and footsteps.","390","","EC17D","Traffic","2"
"07014007.wav","Murmur of distant suburban traffic.","388","","EC17D","Traffic","1"
"07014006.wav","Rumble of traffic with pedestrians. (Few horns)","423","","EC17C","Motor Traffic","2"
"07014005.wav","Fairly heavy traffic on wet road. (No pedestrians)","424","","EC17C","Motor Traffic","1"
"07014004.wav","Traffic passing, pedestrians and speech. (Oxford Circus, London.)","421","","EC17B","Motor Traffic: London","2"
"07014003.wav","Light traffic, occasionally heavy, on main road. (Shepherds Bush, London.)","432","","EC17B","Motor Traffic: London","1"
"07014002.wav","City side street with distant traffic, speech and footsteps.","413","","EC17A","In A City Side Street","2"
"07014001.wav","Fast traffic passing on a trunk road.","429","","EC17A","In A City Side Street","1"
"07013153.wav","Various amounts of change issued on one-man bus. (London Transport bus.)","30","","EC35Z","Bus Ticket Machines (London Transport)","12"
"07013152.wav","6d piece issued as change on one-man bus. (London Transport bus.)","6","","EC35Z","Bus Ticket Machines (London Transport)","11"
"07013151.wav","3d piece issued as change on one-man bus. (London Transport bus.)","6","","EC35Z","Bus Ticket Machines (London Transport)","10"
"07013150.wav","Automatic turnstile on one-man bus, coin inserted, regain button pressed. (London Transport bus.)","10","","EC35Z","Bus Ticket Machines (London Transport)","9"
"07013149.wav","Automatic turnstile on one-man bus, coin rejected twice. (London Transport bus.)","10","","EC35Z","Bus Ticket Machines (London Transport)","8"
"07013148.wav","Automatic turnstile on one-man bus, two 3d pieces inserted, adult through turnstile, repeated several times. (London Transport bus.)","30","","EC35Z","Bus Ticket Machines (London Transport)","7"
"07013147.wav","Automatic turnstile on one-man bus, tone, 6d inserted, adult through turnstile, repeated several times. (London Transport bus.)","39","","EC35Z","Bus Ticket Machines (London Transport)","6"
"07013146.wav","Automatic turnstile on one-man bus, tone, 6d inserted, adult through turnstile. (London Transport bus.)","9","","EC35Z","Bus Ticket Machines (London Transport)","5"
"07013145.wav","Automatic turnstile on one-man bus, tone, 3d inserted, child through turnstile, repeated several times. (London Transport bus.)","33","","EC35Z","Bus Ticket Machines (London Transport)","4"
"07013144.wav","Automatic turnstile on one-man bus, tone, 3d inserted, child through turnstile. (London Transport bus.)","9","","EC35Z","Bus Ticket Machines (London Transport)","3"
"07013143.wav","Auto-Slot mk 2 ticket machine, adult fare of 6d inserted several times. (London Transport green Country bus.)","50","","EC35Z","Bus Ticket Machines (London Transport)","2"
"07013142.wav","Auto-Slot mk 2 ticket machine, child's fare of 3d inserted several times. (London Transport green Country bus.)","33","","EC35Z","Bus Ticket Machines (London Transport)","1"
"07013141.wav","Ultimate ticket machine issuing several tickets. (London Transport.)","58","","EC35Y","Bus Ticket Machines (London Transport)","12"
"07013140.wav","Ultimate ticket machine issuing two tickets. (London Transport.)","8","","EC35Y","Bus Ticket Machines (London Transport)","11"
"07013139.wav","Ultimate ticket machine issuing a ticket. (London Transport.)","6","","EC35Y","Bus Ticket Machines (London Transport)","10"
"07013138.wav","Ultimate ticket machine, setting machine. (London Transport.)","19","","EC35Y","Bus Ticket Machines (London Transport)","9"
"07013137.wav","Almex ticket machine issuing several tickets. (London Transport.)","30","","EC35Y","Bus Ticket Machines (London Transport)","8"
"07013136.wav","Almex ticket machine issuing one ticket. (London Transport.)","7","","EC35Y","Bus Ticket Machines (London Transport)","7"
"07013135.wav","Almex ticket machine, setting machine. (London Transport.)","9","","EC35Y","Bus Ticket Machines (London Transport)","6"
"07013134.wav","Gibson ticket machine issuing several tickets. (London Transport.)","13","","EC35Y","Bus Ticket Machines (London Transport)","5"
"07013133.wav","Gibson ticket machine issuing one ticket. (London Transport.)","6","","EC35Y","Bus Ticket Machines (London Transport)","4"
"07013132.wav","Gibson ticket machine, setting machine. (London Transport.)","18","","EC35Y","Bus Ticket Machines (London Transport)","3"
"07013131.wav","Bell Punch ticket machine operated several times. (London Transport.)","12","","EC35Y","Bus Ticket Machines (London Transport)","2"
"07013130.wav","Bell Punch ticket machine operated once. (London Transport.)","6","","EC35Y","Bus Ticket Machines (London Transport)","1"
"07013129.wav","Bus depot, atmosphere with buses parking for the night.","220","","EC35C","Bus Depot","4"
"07013128.wav","Bus depot, atmosphere with buses departing.","212","","EC35C","Bus Depot","3"
"07013127.wav","Diesel bus, interior, on congested London route in low gear, bell rung once at beginning of track. (Make of bus not known)","192","","EC35C","Bus Depot","2"
"07013126.wav","Diesel bus, interior, on London route, bell rung once at beginning of track, faintly at end. (Make of bus not known)","213","","EC35C","Bus Depot","1"
"07013125.wav","Diesel bus, interior, general atmosphere with school children on board, running with intermediate stops. (On country route, make of ","264","","EC35B","Diesel Bus (On Country Route)","4"
"07013124.wav","Diesel bus, exterior, approach, stop, start up, depart. (On country route, make of bus not known)","69","","EC35B","Diesel Bus (On Country Route)","3"
"07013123.wav","Diesel bus, exterior, passing. (On country route, make of bus not known)","37","","EC35B","Diesel Bus (On Country Route)","2"
"07013122.wav","Diesel bus, interior, start, move off, running with intermediate stops. (On country route, make of bus not known)","406","","EC35B","Diesel Bus (On Country Route)","1"
"07013121.wav","Petrol bus, exterior, arrives and stops. (On country route, make of bus not known)","27","","EC35A","Petrol Bus (On Country Route)","7"
"07013120.wav","Petrol bus, exterior, arrives and stops. (On country route, make of bus not known)","22","","EC35A","Petrol Bus (On Country Route)","6"
"07013119.wav","Petrol bus, exterior, passing. (On country route, make of bus not known)","36","","EC35A","Petrol Bus (On Country Route)","5"
"07013118.wav","Petrol bus, exterior, start up, pass, depart. (On country route, make of bus not known)","24","","EC35A","Petrol Bus (On Country Route)","4"
"07013117.wav","Petrol bus, exterior, start up, depart. (On country route, make of bus not known)","22","","EC35A","Petrol Bus (On Country Route)","3"
"07013116.wav","Petrol bus, interior, sliding door open and close. (On country route, make of bus not known)","9","","EC35A","Petrol Bus (On Country Route)","2"
"07013115.wav","Petrol bus, interior, move off, running on trunk road, slow down, stop. (On country route, make of bus not known)","379","","EC35A","Petrol Bus (On Country Route)","1"
"07013114.wav","Charing Cross Station, general station atmosphere. (Charing Cross, London.) (British Rail Southern Region.)","363","","EC34D","British Rail: Southern Region","2"
"07013113.wav","Multiple unit Diesel train, exterior, tickover in station with atmosphere. (British Rail Southern Region train.)","307","","EC34D","British Rail: Southern Region","1"
"07013112.wav","Multiple unit Diesel train, exterior, four coaches passing at speed. (British Rail Southern Region train.)","21","","EC34C","British Rail: Southern Region Multiple Unit Diesel Train (Exterior)","6"
"07013111.wav","Multiple unit Diesel train, exterior, doors, tickover, guard's whistle, departs. (British Rail Southern Region train.)","167","","EC34C","British Rail: Southern Region Multiple Unit Diesel Train (Exterior)","5"
"07013110.wav","Multiple unit Diesel train, exterior, tickover, indistinct public address, departs. (British Rail Southern Region train.)","89","","EC34C","British Rail: Southern Region Multiple Unit Diesel Train (Exterior)","4"
"07013109.wav","Multiple unit Diesel train, exterior, tickover, guard's whistle, departs. (British Rail Southern Region train.)","103","","EC34C","British Rail: Southern Region Multiple Unit Diesel Train (Exterior)","3"
"07013108.wav","Multiple unit Diesel train, exterior, arrives in station, tickover, doors, partly identifiable public address, departs. (British Rail Southern Region train.)","127","","EC34C","British Rail: Southern Region Multiple Unit Diesel Train (Exterior)","2"
"07013107.wav","Multiple unit Diesel train, exterior, arrives in station, tickover. (British Rail Southern Region train.)","57","","EC34C","British Rail: Southern Region Multiple Unit Diesel Train (Exterior)","1"
"07013106.wav","Multiple unit Diesel train, interior, slow constant run with carriage creaks into crawl, some speed increase, slow down to stop in station. (BR Southern Region train.)","362","","EC34B","British Rail: Southern Region Multiple Unit Diesel Train (Interior)","2"
